,Product Name,Prices,Description,Reviews
504,,,64 bit Windows 11 Operating System,
505,,,512 GB SSD,
506,,,35.56 cm (14 Inch) Display,
507,,,1 Year Onsite Warranty,
508,,,Intel Core i3 Processor (12th Gen),
509,,,8 GB DDR4 RAM,
510,,,Windows 11 Operating System,
511,,,512 GB SSD,
512,,,35.56 cm (14 Inch) Display,
513,,,1 Year Onsite Warranty,
514,,,AMD Ryzen 5 Dual Core Processor,
515,,,8 GB DDR4 RAM,
516,,,Windows 11 Operating System,
517,,,512 GB SSD,
518,,,39.62 cm (15.6 Inch) Display,
519,,,1 Year Onsite Hardware Service,
520,,,AMD Ryzen 3 Dual Core Processor,
521,,,8 GB DDR4 RAM,
522,,,Windows 11 Operating System,
523,,,512 GB SSD,
524,,,39.62 cm (15.6 Inch) Display,
525,,,1 Year Onsite warranty by OEM,
526,,,Intel Core i5 Processor (13th Gen),
527,,,16 GB DDR4 RAM,
528,,,Windows 11 Operating System,
529,,,512 GB SSD,
530,,,39.62 cm (15.6 Inch) Display,
531,,,1 Year Onsite Warranty,
532,,,Intel Core i5 Processor (12th Gen),
533,,,8 GB DDR4 RAM,
534,,,64 bit Windows 11 Operating System,
535,,,512 GB SSD,
536,,,39.62 cm (15.6 inch) Display,
537,,,1 Year Onsite Warranty,
538,,,Intel Core i5 Processor (13th Gen),
539,,,16 GB LPDDR5 RAM,
540,,,Windows 11 Operating System,
541,,,512 GB SSD,
542,,,39.62 cm (15.6 Inch) Touchscreen Display,
543,,,1 Year Onsite Warranty,
544,,,AMD Ryzen 7 Octa Core Processor,
545,,,16 GB LPDDR5X RAM,
546,,,Windows 11 Operating System,
547,,,512 GB SSD,
548,,,35.56 cm (14 inch) Touchscreen Display,
549,,,Office Home & Student 2021,
550,,,1 Year Carry-in Warranty,
551,,,Intel Core i5 Processor (12th Gen),
552,,,16 GB DDR4 RAM,
553,,,Windows 11 Operating System,
554,,,512 GB SSD,
555,,,39.62 cm (15.6 Inch) Display,
556,,,1 Year Onsite Warranty,
557,,,Intel Core i5 Processor (12th Gen),
558,,,16 GB DDR4 RAM,
559,,,Windows 11 Operating System,
560,,,512 GB SSD,
561,,,39.62 cm (15.6 Inch) Display,
562,,,2 Year Onsite Warranty,
563,,,Intel Core i5 Processor (13th Gen),
564,,,16 GB LPDDR5X RAM,
565,,,Windows 11 Operating System,
566,,,512 GB SSD,
567,,,35.56 cm (14 inch) Display,
568,,,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
569,,,AMD Ryzen 7 Octa Core Processor,
570,,,16 GB DDR5 RAM,
571,,,Windows 11 Home Operating System,
572,,,512 GB SSD,
573,,,39.62 cm (15.6 inch) Display,
574,,,1 Year Carry-in Warranty,
575,,,AMD Ryzen 7 Octa Core Processor,
576,,,16 GB DDR5 RAM,
577,,,Windows 11 Home Operating System,
578,,,512 GB SSD,
579,,,39.62 cm (15.6 inch) Display,
580,,,1 Year Carry-in Warranty,
581,,,AMD Ryzen 5 Quad Core Processor,
582,,,8 GB LPDDR5 RAM,
583,,,Windows 11 Operating System,
584,,,512 GB SSD,
585,,,39.62 cm (15.6 inch) Display,
586,,,Microsoft Office Home & Student 2021,
587,,,1 Year Carry-in Warranty,
588,,,Intel Core i5 Processor (12th Gen),
589,,,16 GB LPDDR5 RAM,
590,,,Windows 11 Operating System,
591,,,512 GB SSD,
592,,,35.56 cm (14 Inch) Display,
593,,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,
594,,,AMD Ryzen 5 Quad Core Processor,
595,,,8 GB LPDDR5 RAM,
596,,,Windows 11 Operating System,
597,,,512 GB SSD,
598,,,39.62 cm (15.6 inch) Display,
599,,,Microsoft Office Home & Student 2021,
600,,,1 Year Carry-in Warranty,
601,,,AMD Ryzen 3 Quad Core Processor,
602,,,8 GB DDR4 RAM,
603,,,64 bit Windows 11 Operating System,
604,,,512 GB SSD,
605,,,39.62 cm (15.6 inch) Display,
606,,,Windows 11,
607,,,1 Year Onsite Warranty,
608,,,Intel Celeron Dual Core Processor,
609,,,8 GB LPDDR4X RAM,
610,,,Windows 11 Operating System,
611,,,512 GB SSD,
612,,,39.62 cm (15.6 Inch) Display,
613,,,1 Year Onsite Warranty,
614,,,Intel Celeron Dual Core Processor,
615,,,4 GB LPDDR4 RAM,
616,,,64 bit Chrome Operating System,
617,,,35.56 cm (14 Inch) Touchscreen Display,
618,,,1 Year Onsite Warranty,
619,,,Intel Core i7 Processor (13th Gen),
620,,,16 GB DDR5 RAM,
621,,,Windows 11 Operating System,
622,,,512 GB SSD,
623,,,39.62 cm (15.6 Inch) Display,
624,,,2 Year Carry-in Warranty,
625,,,AMD Ryzen 5 Hexa Core Processor,
626,,,16 GB DDR4 RAM,
627,,,Windows 11 Operating System,
628,,,512 GB SSD,
629,,,39.62 cm (15.6 inch) Display,
630,,,1 Year Carry-in Warranty,
631,,,Intel Core i5 Processor (13th Gen),
632,,,16 GB LPDDR5 RAM,
633,,,Windows 11 Operating System,
634,,,512 GB SSD,
635,,,35.56 cm (14 inch) Display,
636,,,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
637,,,Intel Core i5 Processor (12th Gen),
638,,,16 GB DDR4 RAM,
639,,,Windows 11 Operating System,
640,,,512 GB SSD,
641,,,39.62 cm (15.6 inch) Display,
642,,,1 Year Onsite Warranty,
643,,,Intel Core i7 Processor (12th Gen),
644,,,16 GB DDR4 RAM,
645,,,64 bit Windows 11 Operating System,
646,,,1 TB SSD,
647,,,35.56 cm (14 Inch) Display,
648,,,1 Year Domestic Warranty,
649,,,AMD Ryzen 3 Quad Core Processor,
650,,,8 GB DDR4 RAM,
651,,,Windows 11 Operating System,
652,,,512 GB SSD,
653,,,39.62 cm (15.6 Inch) Display,
654,,,1 Year Carry-in Warranty,
655,,,Intel Core i5 Processor (13th Gen),
656,,,16 GB LPDDR5 RAM,
657,,,Windows 11 Operating System,
658,,,512 GB SSD,
659,,,39.62 cm (15.6 inch) Display,
660,,,1 Year Onsite Warranty,
661,,,AMD Athlon Dual Core Processor,
662,,,8 GB DDR4 RAM,
663,,,64 bit Windows 11 Operating System,
664,,,512 GB SSD,
665,,,39.62 cm (15.6 inch) Display,
666,,,1 Year Onsite Warranty,
667,,,AMD Ryzen Z1 Octa Core Processor,
668,,,16 GB LPDDR5 RAM,
669,,,Windows 11 Operating System,
670,,,512 GB SSD,
671,,,17.78 cm (7 Inch) Touchscreen Display,
672,,,3 months Xbox Game Pass Ultimate Subscription Included,
673,,,1 Year Onsite Warranty,
674,,,AMD Ryzen 7 Octa Core Processor,
675,,,16 GB DDR4 RAM,
676,,,64 bit Windows 11 Operating System,
677,,,1 TB SSD,
678,,,39.62 cm (15.6 Inch) Display,
679,,,1 Year Onsite Warranty,
680,,,Intel Core i3 Processor (12th Gen),
681,,,16 GB DDR4 RAM,
682,,,Windows 11 Operating System,
683,,,512 GB SSD,
684,,,39.62 cm (15.6 Inch) Display,
685,,,1 Year Onsite Warranty,
686,,,Intel Core i5 Processor (13th Gen),
687,,,8 GB DDR4 RAM,
688,,,Windows 11 Operating System,
689,,,512 GB SSD,
690,,,39.62 cm (15.6 Inch) Display,
691,,,1 Year Onsite Warranty,
692,,,Intel Core i5 Processor (12th Gen),
693,,,16 GB DDR4 RAM,
694,,,Windows 11 Operating System,
695,,,1 TB SSD,
696,,,35.56 cm (14 Inch) Display,
697,,,1 Year Carry-in Warranty,
698,,,Intel Core i5 Processor (13th Gen),
699,,,16 GB LPDDR4X RAM,
700,,,64 bit Windows 11 Home Operating System,
701,,,512 GB SSD,
702,,,35.56 cm (14 inch) Display,
703,,,1 Year Onsite Warranty,
704,,,Intel Core i7 Processor (12th Gen),
705,,,16 GB DDR4 RAM,
706,,,Windows 11 Operating System,
707,,,512 GB SSD,
708,,,40.64 cm (16 Inch) Display,
709,,,1 Year Onsite Warranty,
710,,,Intel Core i3 Processor (12th Gen),
711,,,8 GB DDR4 RAM,
712,,,64 bit Windows 11 Operating System,
713,,,512 GB SSD,
714,,,39.62 cm (15.6 inch) Display,
715,,,1 Year Warranty,
716,,,MediaTek MT8183 Processor,
717,,,4 GB LPDDR4 RAM,
718,,,Android Operating System,
719,,,29.46 cm (11.6 Inch) Display,
720,,,1 Year Pick and Drop Warranty,
721,,,Intel Dual Core Processor,
722,,,8 GB DDR4 RAM,
723,,,64 bit Windows 11 Home Operating System,
724,,,256 GB SSD,
725,,,35.81 cm (14.1 inch) Display,
726,,,Pre loaded windows APP,
727,,,1 Year Manufacturing Warranty,
728,,,Intel Core i9 Processor (13th Gen),
729,,,16 GB LPDDR5 RAM,
730,,,Windows 11 Operating System,
731,,,512 GB SSD,
732,,,39.62 cm (15.6 Inch) Display,
733,,,1 Year Onsite Warranty,
734,,,AMD Ryzen 3 Quad Core Processor,
735,,,8 GB LPDDR5 RAM,
736,,,Windows 11 Operating System,
737,,,512 GB SSD,
738,,,39.62 cm (15.6 Inch) Display,
739,,,1 Year Onsite Warranty,
740,,,AMD Ryzen 5 Hexa Core Processor,
741,,,8 GB DDR4 RAM,
742,,,64 bit Windows 11 Operating System,
743,,,512 GB SSD,
744,,,39.62 cm (15.6 Inch) Touchscreen Display,
745,,,1 Year Onsite Warranty,
746,,,MediaTek Kompanio 520 Processor,
747,,,4 GB LPDDR4X RAM,
748,,,Chrome Operating System,
749,,,35.56 cm (14 Inch) Display,
750,,,1 Year Carry-in Warranty,
751,,,Intel Core i3 Processor (12th Gen),
752,,,8 GB DDR4 RAM,
753,,,64 bit Windows 11 Operating System,
754,,,1 TB SSD,
755,,,39.62 cm (15.6 Inch) Display,
756,,,Microsoft Office Home & Student '2021,
757,,,1 Year Onsite Warranty,
758,,,Intel Core i3 Processor (12th Gen),
759,,,8 GB DDR4 RAM,
760,,,Windows 11 Operating System,
761,,,512 GB SSD,
762,,,39.62 cm (15.6 Inch) Display,
763,,,1 Year Onsite Warranty,
764,,,Intel Core i5 Processor (13th Gen),
765,,,16 GB DDR4 RAM,
766,,,Windows 11 Operating System,
767,,,512 GB SSD,
768,,,39.62 cm (15.6 Inch) Display,
769,,,1 Year Onsite Warranty,
770,,,Intel Core i5 Processor (13th Gen),
771,,,16 GB DDR5 RAM,
772,,,Windows 11 Operating System,
773,,,512 GB SSD,
774,,,40.64 cm (16 Inch) Display,
775,,,1 Year International Travelers Warranty (ITW),
776,,,Intel Core i5 Processor (12th Gen),
777,,,8 GB LPDDR4X RAM,
778,,,64 bit Windows 11 Operating System,
779,,,512 GB SSD,
780,,,35.56 cm (14 Inch) Touchscreen Display,
781,,,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,
782,,,Intel Core i5 Processor (12th Gen),
783,,,16 GB DDR4 RAM,
784,,,64 bit Windows 11 Operating System,
785,,,512 GB SSD,
786,,,35.56 cm (14 inch) Touchscreen Display,
787,,,Office Home and Student 2021,
788,,,1 Year Warranty,
789,,,AMD Ryzen 3 Quad Core Processor,
790,,,8 GB LPDDR5 RAM,
791,,,Windows 11 Operating System,
792,,,512 GB SSD,
793,,,35.56 cm (14 Inch) Display,
794,,,1 Year Onsite Warranty,
795,,,Intel Core i3 Processor (12th Gen),
796,,,8 GB DDR4 RAM,
797,,,64 bit Windows 11 Operating System,
798,,,512 GB SSD,
799,,,35.56 cm (14 Inch) Display,
800,,,1 Year Domestic Warranty,
801,,,Intel Core i3 Processor (12th Gen),
802,,,16 GB DDR4 RAM,
803,,,Windows 11 Home Operating System,
804,,,512 GB SSD,
805,,,39.62 cm (15.6 inch) Display,
806,,,1-Year,
807,,,Intel Core i3 Processor (13th Gen),
808,,,8 GB DDR4 RAM,
809,,,64 bit Windows 11 Home Operating System,
810,,,512 GB SSD,
811,,,39.62 cm (15.6 inch) Display,
812,,,1 Year Warranty,
813,,,Intel Core i5 Processor (12th Gen),
814,,,16 GB DDR4 RAM,
815,,,Windows 11 Operating System,
816,,,512 GB SSD,
817,,,40.64 cm (16 Inch) Display,
818,,,1 Year Onsite Warranty,
819,,,Intel Core i5 Processor (11th Gen),
820,,,8 GB DDR4 RAM,
821,,,Windows 11 Operating System,
822,,,512 GB SSD,
823,,,43.94 cm (17.3 Inch) Display,
824,,,1 Year Onsite Warranty,
825,,,Intel Core i5 Processor (12th Gen),
826,,,8 GB DDR4 RAM,
827,,,Windows 11 Operating System,
828,,,512 GB SSD,
829,,,39.62 cm (15.6 Inch) Display,
830,,,1 Year Onsite Warranty,
831,,,Intel Celeron Dual Core Processor,
832,,,8 GB DDR4 RAM,
833,,,Windows 11 Operating System,
834,,,512 GB SSD,
835,,,39.62 cm (15.6 Inch) Display,
836,,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,
837,,,Intel Core i7 Processor (13th Gen),
838,,,16 GB DDR4 RAM,
839,,,64 bit Windows 11 Operating System,
840,,,512 GB SSD,
841,,,39.62 cm (15.6 inch) Display,
842,,,"Windows 11, Microsoft Office",
843,,,1 Year Onsite Hardware Service,
844,,,Intel Core i3 Processor (13th Gen),
845,,,8 GB DDR4 RAM,
846,,,Windows 11 Home Operating System,
847,,,512 GB SSD,
848,,,39.62 cm (15.6 inch) Display,
849,,,Windows 11,
850,,,1 Year Onsite Warranty,
851,,,Intel Core i5 Processor (12th Gen),
852,,,16 GB DDR4 RAM,
853,,,Windows 11 Operating System,
854,,,512 GB SSD,
855,,,39.62 cm (15.6 inch) Display,
856,,,1 Year Onsite Warranty,
857,,,AMD Ryzen 5 Hexa Core Processor (5th Gen),
858,,,16 GB DDR4 RAM,
859,,,64 bit Windows 11 Operating System,
860,,,512 GB SSD,
861,,,39.62 cm (15.6 inch) Display,
862,,,1 Year Onsite Warranty,
863,,,Intel Core i3 Processor (12th Gen),
864,,,8 GB DDR4 RAM,
865,,,64 bit Windows 11 Operating System,
866,,,512 GB SSD,
867,,,39.62 cm (15.6 inch) Display,
868,,,MS OFFICE,
869,,,1 YEAR INTERNATIONAL,
870,,,Intel Core i5 Processor (12th Gen),
871,,,16 GB LPDDR5 RAM,
872,,,Windows 11 Operating System,
873,,,512 GB SSD,
874,,,39.62 cm (15.6 Inch) Display,
875,,,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,
876,,,AMD Ryzen 7 Octa Core Processor,
877,,,16 GB DDR5 RAM,
878,,,Windows 11 Operating System,
879,,,512 GB SSD,
880,,,39.62 cm (15.6 Inch) Display,
881,,,2 Year Onsite Warranty,
882,,,AMD Ryzen 7 Octa Core Processor,
883,,,16 GB LPDDR4X RAM,
884,,,Windows 11 Operating System,
885,,,512 GB SSD,
886,,,35.56 cm (14 Inch) Display,
887,,,1 Year Carry-in Warranty,
888,,,Intel Celeron Dual Core Processor (11th Gen),
889,,,8 GB DDR5 RAM,
890,,,64 bit Windows 11 Operating System,
891,,,256 GB SSD,
892,,,39.62 cm (15.6 Inch) Display,
893,,,1 Year Onsite Warranty,
894,,,AMD Ryzen 7 Octa Core Processor,
895,,,16 GB DDR4 RAM,
896,,,Windows 11 Operating System,
897,,,512 GB SSD,
898,,,35.56 cm (14 Inch) Display,
899,,,1 Year Onsite Warranty,
900,,,AMD Ryzen 3 Quad Core Processor,
901,,,16 GB DDR4 RAM,
902,,,Windows 11 Operating System,
903,,,512 GB SSD,
904,,,39.62 cm (15.6 Inch) Display,
905,,,1 Year Carry-in Warranty,
906,,,AMD Ryzen 3 Octa Core Processor,
907,,,8 GB DDR4 RAM,
908,,,Windows 11 Operating System,
909,,,512 GB SSD,
910,,,35.56 cm (14 inch) Display,
911,,,12 MONTHS,
912,,,Intel Core i5 Processor (12th Gen),
913,,,8 GB DDR4 RAM,
914,,,64 bit Windows 11 Operating System,
915,,,512 GB SSD,
916,,,39.62 cm (15.6 Inch) Display,
917,,,1 Year Onsite Hardware Service,
918,,,Intel Core i7 Processor (13th Gen),
919,,,24 GB DDR5 RAM,
920,,,Windows 11 Operating System,
921,,,512 GB SSD,
922,,,39.62 cm (15.6 Inch) Display,
923,,,1 Year Carry-in Warranty,
924,,,Intel Core i5 Processor (12th Gen),
925,,,16 GB DDR4 RAM,
926,,,Windows 11 Operating System,
927,,,512 GB SSD,
928,,,40.64 cm (16 Inch) Display,
929,,,1 Year Onsite Warranty,
930,,,Intel Core i5 Processor (13th Gen),
931,,,16 GB LPDDR5X RAM,
932,,,Windows 11 Operating System,
933,,,512 GB SSD,
934,,,35.56 cm (14 Inch) Touchscreen Display,
935,,,1 Year Carry-in Warranty,
936,,,Intel Core i3 Processor (12th Gen),
937,,,8 GB DDR4 RAM,
938,,,64 bit Windows 11 Operating System,
939,,,512 GB SSD,
940,,,39.62 cm (15.6 inch) Display,
941,,,Windows,
942,,,1 year Domestic warranty,
943,,,Intel Core i5 Processor (12th Gen),
944,,,16 GB DDR4 RAM,
945,,,Windows 11 Operating System,
946,,,512 GB SSD,
947,,,39.62 cm (15.6 inch) Display,
948,,,1 Year Onsite warranty,
949,,,Intel Core i3 Processor (12th Gen),
950,,,8 GB DDR4 RAM,
951,,,64 bit Windows 11 Home Operating System,
952,,,512 GB SSD,
953,,,39.62 cm (15.6 inch) Display,
954,,,Microsoft Office Home & Student 2021,
955,,,1 Year Onsite Warranty,
956,,,Intel Core i3 Processor (11th Gen),
957,,,8 GB DDR4 RAM,
958,,,64 bit Windows 11 Operating System,
959,,,512 GB SSD,
960,,,35.56 cm (14 Inch) Display,
961,,,1 Year Warranty,
962,,,AMD Ryzen 5 Quad Core Processor,
963,,,8 GB DDR5 RAM,
964,,,Windows 11 Operating System,
965,,,512 GB SSD,
966,,,39.62 cm (15.6 Inch) Display,
967,,,1 Year Onsite Warranty,
968,,,Intel Core i5 Processor (12th Gen),
969,,,8 GB DDR4 RAM,
970,,,64 bit Windows 11 Operating System,
971,,,512 GB SSD,
972,,,39.62 cm (15.6 Inch) Display,
973,,,1 Year Onsite Hardware Service,
974,,,Intel Core i5 Processor (13th Gen),
975,,,16 GB LPDDR5 RAM,
976,,,Windows 11 Operating System,
977,,,512 GB SSD,
978,,,35.56 cm (14 Inch) Display,
979,,,1 Year Onsite Warranty,
980,,,Intel Core Ultra 5 Processor,
981,,,16 GB LPDDR5X RAM,
982,,,Windows 11 Operating System,
983,,,1 TB SSD,
984,,,35.56 cm (14 Inch) Display,
985,,,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
986,,,Intel Core i3 Processor (12th Gen),
987,,,8 GB DDR4 RAM,
988,,,Linux/Ubuntu Operating System,
989,,,512 GB SSD,
990,,,39.62 cm (15.6 inch) Display,
991,,,1 Year,
992,,,MediaTek MT8788 Processor,
993,,,4 GB LPDDR4 RAM,
994,,,Android Operating System,
995,,,29.46 cm (11.6 Inch) Display,
996,,,1 Year Pick and Drop Warranty,
997,,,AMD Ryzen 5 Quad Core Processor,
998,,,16 GB LPDDR5 RAM,
999,,,Windows 11 Operating System,
1000,,,512 GB SSD,
1001,,,39.62 cm (15.6 Inch) Display,
1002,,,1 Year Onsite Warranty,
1003,,,Intel Core i5 Processor (12th Gen),
1004,,,8 GB DDR4 RAM,
1005,,,64 bit Windows 11 Operating System,
1006,,,512 GB SSD,
1007,,,39.62 cm (15.6 inch) Display,
1008,,,MS OFFICE,
1009,,,1 Year Onsite Warranty,
1010,,,Apple M3 Processor,
1011,,,16 GB Unified Memory RAM,
1012,,,Mac OS Operating System,
1013,,,256 GB SSD,
1014,,,34.54 cm (13.6 Inch) Display,
1015,,,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",
1016,,,1 Year Limited Warranty,
1017,,,Intel Core Ultra 5 Processor,
1018,,,16 GB LPDDR5X RAM,
1019,,,Windows 11 Operating System,
1020,,,512 GB SSD,
1021,,,35.56 cm (14 Inch) Touchscreen Display,
1022,,,1 Year Carry-in Warranty,
1023,,,Intel Core i3 Processor (13th Gen),
1024,,,8 GB DDR4 RAM,
1025,,,Windows 11 Operating System,
1026,,,512 GB SSD,
1027,,,39.62 cm (15.6 inch) Display,
1028,,,1 year domestic warranty,
1029,,,Intel Core i3 Processor (12th Gen),
1030,,,8 GB DDR4 RAM,
1031,,,Windows 11 Operating System,
1032,,,512 GB SSD,
1033,,,39.62 cm (15.6 Inch) Display,
1034,,,1 Year Onsite Warranty,
1035,,,Intel Core i5 Processor (13th Gen),
1036,,,16 GB DDR4 RAM,
1037,,,Windows 11 Operating System,
1038,,,512 GB SSD,
1039,,,39.62 cm (15.6 Inch) Display,
1040,,,1 Year Onsite Hardware Service,
1041,,,Intel Core i7 Processor (13th Gen),
1042,,,16 GB DDR5 RAM,
1043,,,Windows 11 Operating System,
1044,,,1 TB SSD,
1045,,,40.64 cm (16 Inch) Display,
1046,,,1 Year International Travelers Warranty (ITW),
1047,,,AMD Ryzen 5 Hexa Core Processor,
1048,,,8 GB DDR4 RAM,
1049,,,Windows 11 Operating System,
1050,,,512 GB SSD,
1051,,,39.62 cm (15.6 inch) Display,
1052,,,1 Year Onsite Warranty,
1053,,,Intel Core i5 Processor (13th Gen),
1054,,,16 GB DDR5 RAM,
1055,,,Windows 11 Operating System,
1056,,,512 GB SSD,
1057,,,39.62 cm (15.6 Inch) Display,
1058,,,Office Home & Student 2021,
1059,,,1Yr Warranty and 1 Yr Accidental Damage Protection,
1060,,,Intel Core i5 Processor (13th Gen),
1061,,,16 GB DDR4 RAM,
1062,,,Windows 11 Operating System,
1063,,,512 GB SSD,
1064,,,35.56 cm (14 Inch) Display,
1065,,,1 Year Carry-in Warranty,
1066,,,Intel Core i5 Processor (12th Gen),
1067,,,16 GB DDR4 RAM,
1068,,,Windows 11 Operating System,
1069,,,512 GB SSD,
1070,,,39.62 cm (15.6 inch) Display,
1071,,,Microsoft Office Home & Student 2021,
1072,,,1 Year Onsite Warranty,
1073,,,Intel Core i5 Processor (12th Gen),
1074,,,16 GB DDR5 RAM,
1075,,,Windows 11 Operating System,
1076,,,512 GB SSD,
1077,,,39.62 cm (15.6 Inch) Display,
1078,,,2 Year Onsite Warranty,
1079,,,Intel Core i5 Processor (13th Gen),
1080,,,16 GB DDR5 RAM,
1081,,,Windows 11 Operating System,
1082,,,512 GB SSD,
1083,,,39.62 cm (15.6 Inch) Display,
1084,,,1 Year International Travelers Warranty (ITW),
1085,,,Intel Core i5 Processor (12th Gen),
1086,,,16 GB DDR4 RAM,
1087,,,64 bit Windows 11 Operating System,
1088,,,512 GB SSD,
1089,,,35.56 cm (14 Inch) Display,
1090,,,1 Year Domestic Warranty,
1091,,,Intel Pentium Gold Processor,
1092,,,8 GB DDR4 RAM,
1093,,,Windows 11 Operating System,
1094,,,256 GB SSD,
1095,,,39.62 cm (15.6 Inch) Display,
1096,,,1 Year Onsite Warranty,
1097,,,Intel Core i5 Processor (11th Gen),
1098,,,8 GB DDR4 RAM,
1099,,,Windows 11 Operating System,
1100,,,512 GB SSD,
1101,,,43.94 cm (17.3 Inch) Display,
1102,,,1 Year Onsite Warranty,
1103,,,Intel Core Ultra 5 Processor,
1104,,,16 GB LPDDR5X RAM,
1105,,,Windows 11 Operating System,
1106,,,1 TB SSD,
1107,,,35.56 cm (14 Inch) Display,
1108,,,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
1109,,,AMD Ryzen 3 Quad Core Processor,
1110,,,8 GB LPDDR5 RAM,
1111,,,Windows 11 Operating System,
1112,,,512 GB SSD,
1113,,,39.62 cm (15.6 Inch) Display,
1114,,,1 Year Onsite Warranty,
1115,,,AMD Ryzen 5 Quad Core Processor,
1116,,,8 GB LPDDR5 RAM,
1117,,,Windows 11 Operating System,
1118,,,512 GB SSD,
1119,,,35.56 cm (14 inch) Display,
1120,,,1 Year International Warranty,
1121,,,AMD Ryzen 5 Quad Core Processor,
1122,,,8 GB LPDDR5 RAM,
1123,,,Windows 11 Operating System,
1124,,,512 GB SSD,
1125,,,39.62 cm (15.6 Inch) Display,
1126,,,1 Year Onsite Warranty,
1127,,,Intel Core i3 Processor (13th Gen),
1128,,,8 GB LPDDR5 RAM,
1129,,,Windows 11 Operating System,
1130,,,512 GB SSD,
1131,,,35.56 cm (14 inch) Touchscreen Display,
1132,,,1 Year Onsite Warranty,
1133,,,Intel Core i3 Processor (12th Gen),
1134,,,16 GB DDR4 RAM,
1135,,,Windows 11 Home Operating System,
1136,,,512 GB SSD,
1137,,,39.62 cm (15.6 Inch) Display,
1138,,,1 Year Onsite Warranty,
1139,,,Intel Core i5 Processor (13th Gen),
1140,,,16 GB LPDDR5X RAM,
1141,,,Windows 11 Operating System,
1142,,,512 GB SSD,
1143,,,35.56 cm (14 Inch) Touchscreen Display,
1144,,,1 Year Carry-in Warranty,
1145,,,Intel Core i3 Processor (12th Gen),
1146,,,8 GB DDR4 RAM,
1147,,,64 bit Windows 11 Operating System,
1148,,,512 GB SSD,
1149,,,39.62 cm (15.6 inch) Display,
1150,,,1 Year Warranty,
1151,,,Intel Core i9 Processor (13th Gen),
1152,,,32 GB LPDDR5X RAM,
1153,,,Windows 11 Operating System,
1154,,,1 TB SSD,
1155,,,39.62 cm (15.6 inch) Display,
1156,,,1 Year Onsite Warranty,
1157,,,Intel Core i5 Processor (12th Gen),
1158,,,16 GB LPDDR5 RAM,
1159,,,Windows 11 Operating System,
1160,,,512 GB SSD,
1161,,,39.62 cm (15.6 inch) Display,
1162,,,1 Year Warranty,
1163,,,Intel Core i7 Processor (13th Gen),
1164,,,32 GB DDR4 RAM,
1165,,,64 bit Windows 11 Operating System,
1166,,,1 TB SSD,
1167,,,35.56 cm (14 inch) Display,
1168,,,MS OFFICE,
1169,,,1 year Onsite Warrenty,
1170,,,AMD Ryzen 3 Dual Core Processor,
1171,,,8 GB DDR4 RAM,
1172,,,64 bit Windows 11 Operating System,
1173,,,512 GB SSD,
1174,,,39.62 cm (15.6 inch) Display,
1175,,,Windows 11,
1176,,,1 Year,
1177,,,AMD Ryzen 5 Quad Core Processor,
1178,,,12 GB DDR5 RAM,
1179,,,Windows 11 Operating System,
1180,,,512 GB SSD,
1181,,,39.62 cm (15.6 Inch) Display,
1182,,,1Yr Warranty and 1 Yr Accidental Damage Protection,
1183,,,Intel Core i5 Processor (13th Gen),
1184,,,16 GB DDR5 RAM,
1185,,,Windows 11 Operating System,
1186,,,512 GB SSD,
1187,,,39.62 cm (15.6 Inch) Display,
1188,,,1 Year International Travelers Warranty (ITW),
1189,,,Intel Core i5 Processor (12th Gen),
1190,,,16 GB DDR4 RAM,
1191,,,64 bit Windows 11 Operating System,
1192,,,512 GB SSD,
1193,,,35.56 cm (14 Inch) Display,
1194,,,1 Year Domestic Warranty,
1195,,,Intel Core i5 Processor (12th Gen),
1196,,,16 GB LPDDR5 RAM,
1197,,,Windows 11 Operating System,
1198,,,512 GB SSD,
1199,,,39.62 cm (15.6 inch) Display,
1200,,,1 Year Warranty,
1201,,,AMD Ryzen 5 Hexa Core Processor,
1202,,,8 GB DDR4 RAM,
1203,,,32 bit Windows 11 Operating System,
1204,,,256 GB SSD,
1205,,,39.62 cm (15.6 inch) Display,
1206,,,Windows,
1207,,,1 year Domestic warranty,
1208,,,Intel Core i5 Processor (12th Gen),
1209,,,8 GB DDR4 RAM,
1210,,,Windows 11 Operating System,
1211,,,512 GB SSD,
1212,,,39.62 cm (15.6 Inch) Display,
1213,,,1 Year Carry-in Warranty,
1214,,,AMD Ryzen 7 Octa Core Processor,
1215,,,16 GB DDR5 RAM,
1216,,,Windows 11 Operating System,
1217,,,512 GB SSD,
1218,,,40.64 cm (16 inch) Display,
1219,,,1 Year Onsite Warranty,
